lcl|PEKT02000007.1_mrna_1	B9J08_002585
lcl|PEKT02000003.1_mrna_3427	B9J08_001273
lcl|PEKT02000003.1_mrna_3428	B9J08_001274
lcl|PEKT02000003.1_mrna_3429	B9J08_001275
lcl|PEKT02000003.1_mrna_3430	B9J08_001276
lcl|PEKT02000003.1_mrna_3431	B9J08_001277
lcl|PEKT02000003.1_mrna_3432	B9J08_001278
lcl|PEKT02000003.1_mrna_3433	B9J08_001279
lcl|PEKT02000003.1_mrna_3434	B9J08_001280
lcl|PEKT02000003.1_mrna_3435	B9J08_001281
lcl|PEKT02000003.1_mrna_3436	B9J08_001282
lcl|PEKT02000003.1_mrna_3437	B9J08_001283
lcl|PEKT02000003.1_mrna_3438	B9J08_001284
lcl|PEKT02000003.1_mrna_3439	B9J08_001285
lcl|PEKT02000003.1_mrna_3440	B9J08_001286
lcl|PEKT02000003.1_mrna_3441	B9J08_001287
lcl|PEKT02000003.1_mrna_3442	B9J08_001288
lcl|PEKT02000003.1_mrna_3443	B9J08_001289
lcl|PEKT02000003.1_mrna_3444	B9J08_001290
lcl|PEKT02000003.1_mrna_3445	B9J08_001291
lcl|PEKT02000003.1_mrna_3446	B9J08_001292
lcl|PEKT02000003.1_mrna_3447	B9J08_001293
lcl|PEKT02000003.1_mrna_3448	B9J08_001294
lcl|PEKT02000003.1_mrna_3449	B9J08_001295
lcl|PEKT02000003.1_mrna_3450	B9J08_001296
lcl|PEKT02000003.1_mrna_3451	B9J08_001297
lcl|PEKT02000003.1_mrna_3452	B9J08_001298
lcl|PEKT02000003.1_mrna_3453	B9J08_001299
lcl|PEKT02000003.1_mrna_3454	B9J08_001300
lcl|PEKT02000003.1_mrna_3455	B9J08_001301
lcl|PEKT02000003.1_mrna_3456	B9J08_001302
lcl|PEKT02000003.1_mrna_3457	B9J08_001303
lcl|PEKT02000003.1_mrna_3458	B9J08_001304
lcl|PEKT02000003.1_mrna_3459	B9J08_001305
lcl|PEKT02000003.1_mrna_3460	B9J08_001306
lcl|PEKT02000003.1_mrna_3461	B9J08_001307
lcl|PEKT02000003.1_mrna_3462	B9J08_001308
lcl|PEKT02000003.1_mrna_3463	B9J08_001309
lcl|PEKT02000003.1_trna_3464	B9J08_001310
lcl|PEKT02000003.1_mrna_3465	B9J08_001311
lcl|PEKT02000003.1_mrna_3466	B9J08_001312
lcl|PEKT02000003.1_mrna_3467	B9J08_001313
lcl|PEKT02000003.1_mrna_3468	B9J08_001314
lcl|PEKT02000003.1_mrna_3469	B9J08_001315
lcl|PEKT02000003.1_mrna_3470	B9J08_001316
lcl|PEKT02000003.1_mrna_3471	B9J08_001317
lcl|PEKT02000003.1_mrna_3472	B9J08_001318
lcl|PEKT02000003.1_mrna_3473	B9J08_001319
lcl|PEKT02000003.1_mrna_3474	B9J08_001320
lcl|PEKT02000003.1_mrna_3475	B9J08_001321
lcl|PEKT02000003.1_mrna_3476	B9J08_001322
lcl|PEKT02000003.1_mrna_3477	B9J08_001323
lcl|PEKT02000003.1_mrna_3478	B9J08_001324
lcl|PEKT02000003.1_mrna_3479	B9J08_001325
lcl|PEKT02000003.1_trna_3480	B9J08_001326
lcl|PEKT02000003.1_trna_3481	B9J08_001327
lcl|PEKT02000003.1_mrna_3482	B9J08_001328
lcl|PEKT02000003.1_mrna_3483	B9J08_001329
lcl|PEKT02000003.1_mrna_3484	B9J08_001330
lcl|PEKT02000003.1_mrna_3485	B9J08_001331
lcl|PEKT02000003.1_mrna_3486	B9J08_001332
lcl|PEKT02000003.1_trna_3487	B9J08_001333
lcl|PEKT02000003.1_trna_3488	B9J08_001334
lcl|PEKT02000003.1_mrna_3489	B9J08_001335
lcl|PEKT02000003.1_mrna_3490	B9J08_001336
lcl|PEKT02000003.1_mrna_3491	B9J08_001337
lcl|PEKT02000003.1_mrna_3492	B9J08_001338
lcl|PEKT02000003.1_mrna_3493	B9J08_001339
lcl|PEKT02000003.1_mrna_3494	B9J08_001340
lcl|PEKT02000003.1_mrna_3495	B9J08_001341
lcl|PEKT02000003.1_mrna_3496	B9J08_001342
lcl|PEKT02000003.1_mrna_3497	B9J08_001343
lcl|PEKT02000003.1_mrna_3498	B9J08_001344
lcl|PEKT02000003.1_mrna_3499	B9J08_001345
lcl|PEKT02000003.1_mrna_3500	B9J08_001346
lcl|PEKT02000003.1_mrna_3501	B9J08_001347
lcl|PEKT02000003.1_mrna_3502	B9J08_001348
lcl|PEKT02000003.1_mrna_3503	B9J08_001349
lcl|PEKT02000003.1_mrna_3504	B9J08_001350
lcl|PEKT02000003.1_mrna_3505	B9J08_001351
lcl|PEKT02000003.1_mrna_3506	B9J08_001352
lcl|PEKT02000003.1_mrna_3507	B9J08_001353
lcl|PEKT02000003.1_mrna_3508	B9J08_001354
lcl|PEKT02000003.1_mrna_3509	B9J08_001355
lcl|PEKT02000003.1_mrna_3510	B9J08_001356
lcl|PEKT02000003.1_mrna_3511	B9J08_001357
lcl|PEKT02000003.1_mrna_3512	B9J08_001358
lcl|PEKT02000003.1_mrna_3513	B9J08_001359
lcl|PEKT02000003.1_mrna_3514	B9J08_001360
lcl|PEKT02000003.1_mrna_3515	B9J08_001361
lcl|PEKT02000003.1_mrna_3516	B9J08_001362
lcl|PEKT02000003.1_mrna_3517	B9J08_001363
lcl|PEKT02000003.1_mrna_3518	B9J08_001364
lcl|PEKT02000003.1_mrna_3519	B9J08_001365
lcl|PEKT02000003.1_mrna_3520	B9J08_001366
lcl|PEKT02000003.1_mrna_3521	B9J08_001367
lcl|PEKT02000003.1_mrna_3522	B9J08_001368
lcl|PEKT02000003.1_mrna_3523	B9J08_001369
lcl|PEKT02000003.1_mrna_3524	B9J08_001370
lcl|PEKT02000003.1_mrna_3525	B9J08_001371
lcl|PEKT02000003.1_mrna_3526	B9J08_001372
lcl|PEKT02000003.1_mrna_3527	B9J08_001373
lcl|PEKT02000003.1_mrna_3528	B9J08_001374
lcl|PEKT02000003.1_mrna_3529	B9J08_001375
lcl|PEKT02000003.1_mrna_3530	B9J08_001376
lcl|PEKT02000003.1_mrna_3531	B9J08_001377
lcl|PEKT02000003.1_mrna_3532	B9J08_001378
lcl|PEKT02000003.1_mrna_3533	B9J08_001379
lcl|PEKT02000003.1_mrna_3534	B9J08_001380
lcl|PEKT02000003.1_mrna_3535	B9J08_001381
lcl|PEKT02000003.1_mrna_3536	B9J08_001382
lcl|PEKT02000003.1_mrna_3537	B9J08_001383
lcl|PEKT02000003.1_mrna_3538	B9J08_001384
lcl|PEKT02000003.1_mrna_3539	B9J08_001385
lcl|PEKT02000003.1_mrna_3540	B9J08_001386
lcl|PEKT02000003.1_mrna_3541	B9J08_001387
lcl|PEKT02000003.1_mrna_3542	B9J08_001388
lcl|PEKT02000003.1_mrna_3543	B9J08_001389
lcl|PEKT02000003.1_mrna_3544	B9J08_001390
lcl|PEKT02000003.1_mrna_3545	B9J08_001391
lcl|PEKT02000003.1_mrna_3546	B9J08_001392
lcl|PEKT02000003.1_mrna_3547	B9J08_001393
lcl|PEKT02000003.1_mrna_3548	B9J08_001394
lcl|PEKT02000003.1_trna_3549	B9J08_001395
lcl|PEKT02000003.1_mrna_3550	B9J08_001396
lcl|PEKT02000003.1_mrna_3551	B9J08_001397
lcl|PEKT02000003.1_mrna_3552	B9J08_001398
lcl|PEKT02000003.1_mrna_3553	B9J08_001399
lcl|PEKT02000003.1_mrna_3554	B9J08_001400
lcl|PEKT02000003.1_mrna_3555	B9J08_001401
lcl|PEKT02000003.1_mrna_3556	B9J08_001402
lcl|PEKT02000003.1_mrna_3557	B9J08_001403
lcl|PEKT02000003.1_mrna_3558	B9J08_001404
lcl|PEKT02000003.1_mrna_3559	B9J08_001405
lcl|PEKT02000003.1_mrna_3560	B9J08_001406
lcl|PEKT02000003.1_mrna_3561	B9J08_001407
lcl|PEKT02000003.1_mrna_3562	B9J08_001408
lcl|PEKT02000003.1_mrna_3563	B9J08_001409
lcl|PEKT02000003.1_mrna_3564	B9J08_001410
lcl|PEKT02000003.1_mrna_3565	B9J08_001411
lcl|PEKT02000003.1_mrna_3566	B9J08_001412
lcl|PEKT02000003.1_mrna_3567	B9J08_001413
lcl|PEKT02000003.1_mrna_3568	B9J08_001414
lcl|PEKT02000003.1_mrna_3569	B9J08_001415
lcl|PEKT02000003.1_mrna_3570	B9J08_001416
lcl|PEKT02000003.1_mrna_3571	B9J08_001417
lcl|PEKT02000003.1_mrna_3572	B9J08_001418
lcl|PEKT02000003.1_mrna_3573	B9J08_001419
lcl|PEKT02000003.1_mrna_3574	B9J08_001420
lcl|PEKT02000003.1_mrna_3575	B9J08_001421
lcl|PEKT02000003.1_mrna_3576	B9J08_001422
lcl|PEKT02000003.1_mrna_3577	B9J08_001423
lcl|PEKT02000003.1_mrna_3578	B9J08_001424
lcl|PEKT02000003.1_mrna_3579	B9J08_001425
lcl|PEKT02000003.1_mrna_3580	B9J08_001426
lcl|PEKT02000003.1_mrna_3581	B9J08_001427
lcl|PEKT02000003.1_mrna_3582	B9J08_001428
lcl|PEKT02000003.1_mrna_3583	B9J08_001429
lcl|PEKT02000003.1_mrna_3584	B9J08_001430
lcl|PEKT02000003.1_mrna_3585	B9J08_001431
lcl|PEKT02000003.1_mrna_3586	B9J08_001432
lcl|PEKT02000003.1_mrna_3587	B9J08_001433
lcl|PEKT02000003.1_mrna_3588	B9J08_001434
lcl|PEKT02000003.1_mrna_3589	B9J08_001435
lcl|PEKT02000003.1_mrna_3590	B9J08_001436
lcl|PEKT02000003.1_mrna_3591	B9J08_001437
lcl|PEKT02000003.1_mrna_3592	B9J08_001438
lcl|PEKT02000003.1_mrna_3593	B9J08_001439
lcl|PEKT02000003.1_mrna_3594	B9J08_001440
lcl|PEKT02000003.1_mrna_3595	B9J08_001441
lcl|PEKT02000003.1_mrna_3596	B9J08_001442
lcl|PEKT02000003.1_mrna_3597	B9J08_001443
lcl|PEKT02000003.1_mrna_3598	B9J08_001444
lcl|PEKT02000003.1_mrna_3599	B9J08_001445
lcl|PEKT02000003.1_mrna_3600	B9J08_001446
lcl|PEKT02000003.1_mrna_3601	B9J08_001447
lcl|PEKT02000003.1_mrna_3602	B9J08_001448
lcl|PEKT02000003.1_mrna_3603	B9J08_001449
lcl|PEKT02000003.1_mrna_3604	B9J08_001450
lcl|PEKT02000003.1_mrna_3605	B9J08_001451
lcl|PEKT02000003.1_mrna_3606	B9J08_001452
lcl|PEKT02000003.1_mrna_3607	B9J08_001453
lcl|PEKT02000003.1_mrna_3608	B9J08_001454
lcl|PEKT02000003.1_mrna_3609	B9J08_001455
lcl|PEKT02000003.1_mrna_3610	B9J08_001456
lcl|PEKT02000003.1_mrna_3611	B9J08_001457
lcl|PEKT02000003.1_mrna_3612	B9J08_001458
lcl|PEKT02000003.1_mrna_3613	B9J08_001459
lcl|PEKT02000003.1_mrna_3614	B9J08_001460
lcl|PEKT02000003.1_mrna_3615	B9J08_001461
lcl|PEKT02000003.1_mrna_3616	B9J08_001462
lcl|PEKT02000003.1_mrna_3617	B9J08_001463
lcl|PEKT02000003.1_mrna_3618	B9J08_001464
lcl|PEKT02000003.1_mrna_3619	B9J08_001465
lcl|PEKT02000003.1_mrna_3620	B9J08_001466
lcl|PEKT02000003.1_mrna_3621	B9J08_001467
lcl|PEKT02000003.1_mrna_3622	B9J08_001468
lcl|PEKT02000003.1_mrna_3623	B9J08_001469
lcl|PEKT02000003.1_mrna_3624	B9J08_001470
lcl|PEKT02000003.1_mrna_3625	B9J08_001471
lcl|PEKT02000003.1_mrna_3626	B9J08_001472
lcl|PEKT02000003.1_mrna_3627	B9J08_001473
lcl|PEKT02000003.1_mrna_3628	B9J08_001474
lcl|PEKT02000003.1_mrna_3629	B9J08_001475
lcl|PEKT02000003.1_mrna_3630	B9J08_001476
lcl|PEKT02000003.1_mrna_3631	B9J08_001477
lcl|PEKT02000003.1_mrna_3632	B9J08_001478
lcl|PEKT02000003.1_mrna_3633	B9J08_001479
lcl|PEKT02000003.1_mrna_3634	B9J08_001480
lcl|PEKT02000003.1_mrna_3635	B9J08_001481
lcl|PEKT02000003.1_mrna_3636	B9J08_001482
lcl|PEKT02000003.1_mrna_3637	B9J08_001483
lcl|PEKT02000003.1_mrna_3638	B9J08_001484
lcl|PEKT02000003.1_mrna_3639	B9J08_001485
lcl|PEKT02000003.1_mrna_3640	B9J08_001486
lcl|PEKT02000003.1_mrna_3641	B9J08_001487
lcl|PEKT02000003.1_trna_3642	B9J08_001488
lcl|PEKT02000003.1_mrna_3643	B9J08_001489
lcl|PEKT02000003.1_mrna_3644	B9J08_001490
lcl|PEKT02000003.1_mrna_3645	B9J08_001491
lcl|PEKT02000003.1_mrna_3646	B9J08_001492
lcl|PEKT02000003.1_mrna_3647	B9J08_001493
lcl|PEKT02000003.1_mrna_3648	B9J08_001494
lcl|PEKT02000003.1_mrna_3649	B9J08_001495
lcl|PEKT02000003.1_mrna_3650	B9J08_001496
lcl|PEKT02000003.1_mrna_3651	B9J08_001497
lcl|PEKT02000003.1_mrna_3652	B9J08_001498
lcl|PEKT02000003.1_mrna_3653	B9J08_001499
lcl|PEKT02000003.1_mrna_3654	B9J08_001500
lcl|PEKT02000003.1_mrna_3655	B9J08_001501
lcl|PEKT02000003.1_mrna_3656	B9J08_001502
lcl|PEKT02000003.1_mrna_3657	B9J08_001503
lcl|PEKT02000003.1_trna_3658	B9J08_001504
lcl|PEKT02000003.1_trna_3659	B9J08_001505
lcl|PEKT02000003.1_mrna_3660	B9J08_001506
lcl|PEKT02000003.1_mrna_3661	B9J08_001507
lcl|PEKT02000003.1_mrna_3662	B9J08_001508
lcl|PEKT02000003.1_mrna_3663	B9J08_001509
lcl|PEKT02000003.1_mrna_3664	B9J08_001510
lcl|PEKT02000003.1_mrna_3665	B9J08_001511
lcl|PEKT02000003.1_mrna_3666	B9J08_001512
lcl|PEKT02000003.1_mrna_3667	B9J08_001513
lcl|PEKT02000003.1_mrna_3668	B9J08_001514
lcl|PEKT02000003.1_mrna_3669	B9J08_001515
lcl|PEKT02000003.1_mrna_3670	B9J08_001516
lcl|PEKT02000003.1_mrna_3671	B9J08_001517
lcl|PEKT02000003.1_mrna_3672	B9J08_001518
lcl|PEKT02000003.1_mrna_3673	B9J08_001519
lcl|PEKT02000003.1_mrna_3674	B9J08_001520
lcl|PEKT02000003.1_mrna_3675	B9J08_001521
lcl|PEKT02000003.1_mrna_3676	B9J08_001522
lcl|PEKT02000003.1_mrna_3677	B9J08_001523
lcl|PEKT02000003.1_mrna_3678	B9J08_001524
lcl|PEKT02000003.1_mrna_3679	B9J08_001525
lcl|PEKT02000003.1_mrna_3680	B9J08_001526
lcl|PEKT02000003.1_mrna_3681	B9J08_001527
lcl|PEKT02000003.1_mrna_3682	B9J08_001528
lcl|PEKT02000003.1_mrna_3683	B9J08_001529
lcl|PEKT02000009.1_rrna_3684	B9J08_004470
lcl|PEKT02000009.1_mrna_3685	B9J08_004471
lcl|PEKT02000009.1_mrna_3686	B9J08_004472
lcl|PEKT02000009.1_mrna_3687	B9J08_004473
lcl|PEKT02000009.1_mrna_3688	B9J08_004474
lcl|PEKT02000009.1_mrna_3689	B9J08_004475
lcl|PEKT02000009.1_mrna_3690	B9J08_004476
lcl|PEKT02000009.1_mrna_3691	B9J08_004477
lcl|PEKT02000009.1_mrna_3692	B9J08_004478
lcl|PEKT02000009.1_mrna_3693	B9J08_004479
lcl|PEKT02000009.1_mrna_3694	B9J08_004480
lcl|PEKT02000009.1_mrna_3695	B9J08_004481
lcl|PEKT02000009.1_mrna_3696	B9J08_004482
lcl|PEKT02000009.1_mrna_3697	B9J08_004483
lcl|PEKT02000009.1_mrna_3698	B9J08_004484
lcl|PEKT02000009.1_mrna_3699	B9J08_004485
lcl|PEKT02000009.1_mrna_3700	B9J08_004486
lcl|PEKT02000009.1_mrna_3701	B9J08_004487
lcl|PEKT02000009.1_mrna_3702	B9J08_004488
lcl|PEKT02000009.1_mrna_3703	B9J08_004489
lcl|PEKT02000009.1_mrna_3704	B9J08_004490
lcl|PEKT02000009.1_mrna_3705	B9J08_004491
lcl|PEKT02000009.1_mrna_3706	B9J08_004492
lcl|PEKT02000009.1_mrna_3707	B9J08_004493
lcl|PEKT02000009.1_mrna_3708	B9J08_004494
lcl|PEKT02000009.1_mrna_3709	B9J08_004495
lcl|PEKT02000009.1_mrna_3710	B9J08_004496
lcl|PEKT02000009.1_mrna_3711	B9J08_004497
lcl|PEKT02000009.1_mrna_3712	B9J08_004498
lcl|PEKT02000009.1_mrna_3713	B9J08_004499
lcl|PEKT02000009.1_mrna_3714	B9J08_004500
lcl|PEKT02000009.1_mrna_3715	B9J08_004501
lcl|PEKT02000009.1_mrna_3716	B9J08_004502
lcl|PEKT02000009.1_mrna_3717	B9J08_004503
lcl|PEKT02000009.1_mrna_3718	B9J08_004504
lcl|PEKT02000009.1_mrna_3719	B9J08_004505
lcl|PEKT02000009.1_mrna_3720	B9J08_004506
lcl|PEKT02000009.1_mrna_3721	B9J08_004507
lcl|PEKT02000009.1_mrna_3722	B9J08_004508
lcl|PEKT02000009.1_mrna_3723	B9J08_004509
lcl|PEKT02000009.1_mrna_3724	B9J08_004510
lcl|PEKT02000009.1_mrna_3725	B9J08_004511
lcl|PEKT02000009.1_mrna_3726	B9J08_004512
lcl|PEKT02000009.1_mrna_3727	B9J08_004513
lcl|PEKT02000009.1_mrna_3728	B9J08_004514
lcl|PEKT02000009.1_mrna_3729	B9J08_004515
lcl|PEKT02000009.1_mrna_3730	B9J08_004516
lcl|PEKT02000009.1_mrna_3731	B9J08_004517
lcl|PEKT02000009.1_mrna_3732	B9J08_004518
lcl|PEKT02000009.1_mrna_3733	B9J08_004519
lcl|PEKT02000009.1_mrna_3734	B9J08_004520
lcl|PEKT02000009.1_mrna_3735	B9J08_004521
lcl|PEKT02000009.1_mrna_3736	B9J08_004522
lcl|PEKT02000009.1_mrna_3737	B9J08_004523
lcl|PEKT02000009.1_mrna_3738	B9J08_004524
lcl|PEKT02000009.1_mrna_3739	B9J08_004525
lcl|PEKT02000009.1_mrna_3740	B9J08_004526
lcl|PEKT02000009.1_mrna_3741	B9J08_004527
lcl|PEKT02000009.1_mrna_3742	B9J08_004528
lcl|PEKT02000009.1_mrna_3743	B9J08_004529
lcl|PEKT02000009.1_mrna_3744	B9J08_004530
lcl|PEKT02000009.1_mrna_3745	B9J08_004531
lcl|PEKT02000009.1_mrna_3746	B9J08_004532
lcl|PEKT02000009.1_mrna_3747	B9J08_004533
lcl|PEKT02000009.1_mrna_3748	B9J08_004534
lcl|PEKT02000009.1_mrna_3749	B9J08_004535
lcl|PEKT02000009.1_mrna_3750	B9J08_004536
lcl|PEKT02000009.1_mrna_3751	B9J08_004537
lcl|PEKT02000009.1_mrna_3752	B9J08_004538
lcl|PEKT02000009.1_mrna_3753	B9J08_004539
lcl|PEKT02000009.1_mrna_3754	B9J08_004540
lcl|PEKT02000009.1_mrna_3755	B9J08_004541
lcl|PEKT02000009.1_mrna_3756	B9J08_004542
lcl|PEKT02000009.1_mrna_3757	B9J08_004543
lcl|PEKT02000009.1_mrna_3758	B9J08_004544
lcl|PEKT02000009.1_mrna_3759	B9J08_004545
lcl|PEKT02000009.1_mrna_3760	B9J08_004546
lcl|PEKT02000009.1_mrna_3761	B9J08_004547
lcl|PEKT02000009.1_mrna_3762	B9J08_004548
lcl|PEKT02000009.1_mrna_3763	B9J08_004549
lcl|PEKT02000009.1_mrna_3764	B9J08_004550
lcl|PEKT02000009.1_mrna_3765	B9J08_004551
lcl|PEKT02000009.1_mrna_3766	B9J08_004552
lcl|PEKT02000009.1_mrna_3767	B9J08_004553
lcl|PEKT02000009.1_mrna_3768	B9J08_004554
lcl|PEKT02000009.1_mrna_3769	B9J08_004555
lcl|PEKT02000009.1_mrna_3770	B9J08_004556
lcl|PEKT02000009.1_mrna_3771	B9J08_004557
lcl|PEKT02000009.1_mrna_3772	B9J08_004558
lcl|PEKT02000009.1_mrna_3773	B9J08_004559
lcl|PEKT02000009.1_mrna_3774	B9J08_004560
lcl|PEKT02000009.1_mrna_3775	B9J08_004561
lcl|PEKT02000009.1_mrna_3776	B9J08_004562
lcl|PEKT02000009.1_trna_3777	B9J08_004563
lcl|PEKT02000009.1_mrna_3778	B9J08_004564
lcl|PEKT02000009.1_mrna_3779	B9J08_004565
lcl|PEKT02000009.1_mrna_3780	B9J08_004566
lcl|PEKT02000009.1_mrna_3781	B9J08_004567
lcl|PEKT02000009.1_mrna_3782	B9J08_004568
lcl|PEKT02000009.1_mrna_3783	B9J08_004569
lcl|PEKT02000009.1_mrna_3784	B9J08_004570
lcl|PEKT02000009.1_mrna_3785	B9J08_004571
lcl|PEKT02000009.1_mrna_3786	B9J08_004572
lcl|PEKT02000009.1_mrna_3787	B9J08_004573
lcl|PEKT02000009.1_mrna_3788	B9J08_004574
lcl|PEKT02000009.1_mrna_3789	B9J08_004575
lcl|PEKT02000009.1_mrna_3790	B9J08_004576
lcl|PEKT02000009.1_mrna_3791	B9J08_004577
lcl|PEKT02000009.1_mrna_3792	B9J08_004578
lcl|PEKT02000009.1_mrna_3793	B9J08_004579
lcl|PEKT02000009.1_mrna_3794	B9J08_004580
lcl|PEKT02000009.1_mrna_3795	B9J08_004581
lcl|PEKT02000009.1_mrna_3796	B9J08_004582
lcl|PEKT02000009.1_mrna_3797	B9J08_004583
lcl|PEKT02000009.1_mrna_3798	B9J08_004584
lcl|PEKT02000009.1_mrna_3799	B9J08_004585
lcl|PEKT02000009.1_mrna_3800	B9J08_004586
lcl|PEKT02000009.1_mrna_3801	B9J08_004587
lcl|PEKT02000009.1_mrna_3802	B9J08_004588
lcl|PEKT02000009.1_mrna_3803	B9J08_004589
lcl|PEKT02000009.1_mrna_3804	B9J08_004590
lcl|PEKT02000009.1_mrna_3805	B9J08_004591
lcl|PEKT02000009.1_mrna_3806	B9J08_004592
lcl|PEKT02000009.1_mrna_3807	B9J08_004593
lcl|PEKT02000009.1_mrna_3808	B9J08_004594
lcl|PEKT02000009.1_mrna_3809	B9J08_004595
lcl|PEKT02000009.1_mrna_3810	B9J08_004596
lcl|PEKT02000009.1_mrna_3811	B9J08_004597
lcl|PEKT02000009.1_mrna_3812	B9J08_004598
lcl|PEKT02000009.1_mrna_3813	B9J08_004599
lcl|PEKT02000009.1_mrna_3814	B9J08_004600
lcl|PEKT02000009.1_mrna_3815	B9J08_004601
lcl|PEKT02000009.1_mrna_3816	B9J08_004602
lcl|PEKT02000009.1_mrna_3817	B9J08_004603
lcl|PEKT02000009.1_mrna_3818	B9J08_004604
lcl|PEKT02000009.1_mrna_3819	B9J08_004605
lcl|PEKT02000009.1_mrna_3820	B9J08_004606
lcl|PEKT02000009.1_mrna_3821	B9J08_004607
lcl|PEKT02000009.1_mrna_3822	B9J08_004608
lcl|PEKT02000009.1_mrna_3823	B9J08_004609
lcl|PEKT02000009.1_mrna_3824	B9J08_004610
lcl|PEKT02000009.1_mrna_3825	B9J08_004611
lcl|PEKT02000009.1_mrna_3826	B9J08_004612
lcl|PEKT02000009.1_mrna_3827	B9J08_004613
lcl|PEKT02000009.1_mrna_3828	B9J08_004614
lcl|PEKT02000009.1_mrna_3829	B9J08_004615
lcl|PEKT02000009.1_mrna_3830	B9J08_004616
lcl|PEKT02000009.1_mrna_3831	B9J08_004617
lcl|PEKT02000009.1_mrna_3832	B9J08_004618
lcl|PEKT02000009.1_mrna_3833	B9J08_004619
lcl|PEKT02000009.1_mrna_3834	B9J08_004620
lcl|PEKT02000009.1_mrna_3835	B9J08_004621
lcl|PEKT02000009.1_mrna_3836	B9J08_004622
lcl|PEKT02000009.1_mrna_3837	B9J08_004623
lcl|PEKT02000009.1_mrna_3838	B9J08_004624
lcl|PEKT02000009.1_mrna_3839	B9J08_004625
lcl|PEKT02000009.1_mrna_3840	B9J08_004626
lcl|PEKT02000009.1_mrna_3841	B9J08_004627
lcl|PEKT02000009.1_mrna_3842	B9J08_004628
lcl|PEKT02000009.1_mrna_3843	B9J08_004629
lcl|PEKT02000009.1_mrna_3844	B9J08_004630
lcl|PEKT02000009.1_mrna_3845	B9J08_004631
lcl|PEKT02000009.1_mrna_3846	B9J08_004632
lcl|PEKT02000009.1_mrna_3847	B9J08_004633
lcl|PEKT02000009.1_mrna_3848	B9J08_004634
lcl|PEKT02000009.1_mrna_3849	B9J08_004635
lcl|PEKT02000009.1_mrna_3850	B9J08_004636
lcl|PEKT02000009.1_mrna_3851	B9J08_004637
lcl|PEKT02000009.1_mrna_3852	B9J08_004638
lcl|PEKT02000009.1_mrna_3853	B9J08_004639
lcl|PEKT02000009.1_mrna_3854	B9J08_004640
lcl|PEKT02000009.1_mrna_3855	B9J08_004641
lcl|PEKT02000009.1_mrna_3856	B9J08_004642
lcl|PEKT02000009.1_mrna_3857	B9J08_004643
lcl|PEKT02000009.1_mrna_3858	B9J08_004644
lcl|PEKT02000009.1_mrna_3859	B9J08_004645
lcl|PEKT02000009.1_mrna_3860	B9J08_004646
lcl|PEKT02000009.1_mrna_3861	B9J08_004647
lcl|PEKT02000009.1_mrna_3862	B9J08_004648
lcl|PEKT02000009.1_mrna_3863	B9J08_004649
lcl|PEKT02000009.1_mrna_3864	B9J08_004650
lcl|PEKT02000009.1_mrna_3865	B9J08_004651
lcl|PEKT02000009.1_mrna_3866	B9J08_004652
lcl|PEKT02000009.1_mrna_3867	B9J08_004653
lcl|PEKT02000009.1_mrna_3868	B9J08_004654
lcl|PEKT02000009.1_mrna_3869	B9J08_004655
lcl|PEKT02000009.1_mrna_3870	B9J08_004656
lcl|PEKT02000009.1_mrna_3871	B9J08_004657
lcl|PEKT02000009.1_mrna_3872	B9J08_004658
lcl|PEKT02000009.1_mrna_3873	B9J08_004659
lcl|PEKT02000009.1_mrna_3874	B9J08_004660
lcl|PEKT02000009.1_mrna_3875	B9J08_004661
lcl|PEKT02000009.1_mrna_3876	B9J08_004662
lcl|PEKT02000009.1_mrna_3877	B9J08_004663
lcl|PEKT02000009.1_trna_3878	B9J08_004664
lcl|PEKT02000009.1_mrna_3879	B9J08_004665
lcl|PEKT02000009.1_mrna_3880	B9J08_004666
lcl|PEKT02000009.1_mrna_3881	B9J08_004667
lcl|PEKT02000009.1_mrna_3882	B9J08_004668
lcl|PEKT02000009.1_mrna_3883	B9J08_004669
lcl|PEKT02000009.1_mrna_3884	B9J08_004670
lcl|PEKT02000009.1_mrna_3885	B9J08_004671
lcl|PEKT02000009.1_mrna_3886	B9J08_004672
lcl|PEKT02000009.1_mrna_3887	B9J08_004673
lcl|PEKT02000009.1_mrna_3888	B9J08_004674
lcl|PEKT02000009.1_mrna_3889	B9J08_004675
lcl|PEKT02000009.1_mrna_3890	B9J08_004676
lcl|PEKT02000009.1_mrna_3891	B9J08_004677
lcl|PEKT02000009.1_mrna_3892	B9J08_004678
lcl|PEKT02000009.1_mrna_3893	B9J08_004679
lcl|PEKT02000009.1_mrna_3894	B9J08_004680
lcl|PEKT02000009.1_mrna_3895	B9J08_004681
lcl|PEKT02000009.1_mrna_3896	B9J08_004682
lcl|PEKT02000009.1_mrna_3897	B9J08_004683
lcl|PEKT02000009.1_mrna_3898	B9J08_004684
lcl|PEKT02000009.1_mrna_3899	B9J08_004685
lcl|PEKT02000009.1_mrna_3900	B9J08_004686
lcl|PEKT02000009.1_mrna_3901	B9J08_004687
lcl|PEKT02000009.1_mrna_3902	B9J08_004688
lcl|PEKT02000009.1_mrna_3903	B9J08_004689
lcl|PEKT02000009.1_mrna_3904	B9J08_004690
lcl|PEKT02000009.1_mrna_3905	B9J08_004691
lcl|PEKT02000009.1_mrna_3906	B9J08_004692
lcl|PEKT02000009.1_mrna_3907	B9J08_004693
lcl|PEKT02000009.1_mrna_3908	B9J08_004694
